step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isPayment,isMovement,accountDiff
401,PAYMENT,10725.38,C1051683815,11845.43,1120.05,M1288214242,0.0,0.0,0,1,0,11845.43
158,CASH_IN,60219.31,C1423259616,10631679.33,10691898.65,C146305349,14165848.18,14105628.87,0,0,0,3534168.8499999996
384,TRANSFER,2374412.42,C958603903,2374412.42,0.0,C68780715,0.0,0.0,1,0,1,2374412.42
187,TRANSFER,1131511.03,C1500897857,0.0,0.0,C1327353236,2104911.27,3236422.31,0,0,1,2104911.27
260,TRANSFER,29012.84,C1322437027,0.0,0.0,C2084271535,2601312.77,2630325.61,0,0,1,2601312.77
249,TRANSFER,86272.83,C387481186,0.0,0.0,C287401253,865817.86,952090.69,0,0,1,865817.86
235,PAYMENT,8592.71,C171050246,0.0,0.0,M1774880170,0.0,0.0,0,1,0,0.0
156,CASH_IN,469509.8,C198997713,7378523.67,7848033.47,C1988221696,3478087.76,3008577.96,0,0,0,3900435.91
393,PAYMENT,35243.85,C547531872,0.0,0.0,M2070088360,0.0,0.0,0,1,0,0.0
658,TRANSFER,24522.52,C465687817,24522.52,0.0,C765570809,0.0,0.0,1,0,1,24522.52
349,CASH_OUT,3309631.1,C294569503,3309631.1,0.0,C229133194,0.0,3309631.1,1,0,1,3309631.1
234,CASH_OUT,193374.5,C1992820627,0.0,0.0,C1577787540,823133.38,1016507.89,0,0,1,823133.38
130,PAYMENT,4533.46,C763762209,10196.84,5663.38,M1272678264,0.0,0.0,0,1,0,10196.84
177,CASH_OUT,297903.69,C1848106506,104872.0,0.0,C540991810,357828.23,655731.91,0,0,1,252956.22999999998
135,CASH_IN,125119.86,C1742066704,4061027.54,4186147.4,C607087259,227772.33,102652.47,0,0,0,3833255.21
138,PAYMENT,4836.6,C2023104264,524.0,0.0,M1114142254,0.0,0.0,0,1,0,524.0
194,CASH_IN,208457.58,C1146152054,4159612.6,4368070.18,C875939735,5938742.54,5730284.96,0,0,0,1779129.94
210,TRANSFER,204165.62,C1488255813,6185.0,0.0,C1686405435,0.0,204165.62,0,0,1,6185.0
351,CASH_OUT,253856.91,C1917191269,521376.73,267519.83,C2037030239,468179.87,722036.78,0,0,1,53196.859999999986
299,CASH_IN,65849.69,C914286803,10337.0,76186.69,C623717997,2342129.24,2276279.55,0,0,0,2331792.24
257,PAYMENT,14013.03,C1424090800,40692.0,26678.97,M2076268037,0.0,0.0,0,1,0,40692.0
22,CASH_OUT,32462.06,C328221457,0.0,0.0,C724362318,905648.17,938110.22,0,0,1,905648.17
33,CASH_OUT,129953.63,C1360495621,0.0,0.0,C993870751,22090463.23,22431163.04,0,0,1,22090463.23
298,CASH_OUT,300378.5,C445174295,0.0,0.0,C399169977,328164.6,628543.1,0,0,1,328164.6
229,PAYMENT,20170.47,C1707420318,437833.7,417663.23,M33034325,0.0,0.0,0,1,0,437833.7
225,TRANSFER,84703.87,C1821651825,84703.87,0.0,C587388242,0.0,0.0,1,0,1,84703.87
281,PAYMENT,661.61,C36816128,0.0,0.0,M754345389,0.0,0.0,0,1,0,0.0
404,CASH_IN,103016.87,C649019874,984244.45,1087261.32,C735734704,906436.6,803419.74,0,0,0,77807.84999999998
345,PAYMENT,9032.63,C558144313,484201.25,475168.61,M1496672935,0.0,0.0,0,1,0,484201.25
346,CASH_IN,249446.32,C539701685,2264855.89,2514302.2,C2121720222,254459.66,5013.35,0,0,0,2010396.2300000002
735,CASH_OUT,243459.96,C1148037845,243459.96,0.0,C387251817,9459523.04,9702983.01,1,0,1,9216063.079999998
405,TRANSFER,70756.72,C2042587270,70756.72,0.0,C1273182282,0.0,0.0,1,0,1,70756.72
212,TRANSFER,1027403.17,C1728323307,0.0,0.0,C1259769769,6457762.17,7485165.34,0,0,1,6457762.17
138,CASH_OUT,163114.42,C1314569234,0.0,0.0,C649866897,168594.06,331708.48,0,0,1,168594.06
14,CASH_IN,144933.68,C1663893226,4551008.3,4695941.98,C2079332573,566565.05,421631.37,0,0,0,3984443.25
96,TRANSFER,157416.52,C1594041326,0.0,0.0,C164431510,277438.21,434854.73,0,0,1,277438.21
185,CASH_OUT,367765.3,C1165339596,20211.0,0.0,C66893623,3035218.31,3402983.6,0,0,1,3015007.31
258,CASH_IN,146716.26,C699781770,5091342.61,5238058.87,C1762210439,461721.24,315004.98,0,0,0,4629621.37
526,PAYMENT,30504.97,C186658974,0.0,0.0,M576280896,0.0,0.0,0,1,0,0.0
548,TRANSFER,373166.11,C992425061,31814.0,0.0,C1795896585,126603.79,499769.9,0,0,1,94789.79
564,PAYMENT,13988.75,C1601999475,17105.0,3116.25,M1032118176,0.0,0.0,0,1,0,17105.0
312,CASH_OUT,149202.04,C1498460093,0.0,0.0,C562233580,2812035.68,2961237.72,0,0,1,2812035.68
7,CASH_OUT,5460002.91,C1588880909,5460002.91,0.0,C1570256460,0.0,9281535.44,1,0,1,5460002.91
692,CASH_OUT,46072.33,C1532133480,46072.33,0.0,C1174357565,813867.62,859939.95,1,0,1,767795.29
702,CASH_OUT,0.0,C1461113533,0.0,0.0,C1382150537,107777.02,107777.02,1,0,1,107777.02
235,CASH_OUT,121397.09,C1431020975,35121.0,0.0,C1843945304,417092.44,538489.53,0,0,1,381971.44
283,CASH_IN,199144.46,C270481878,55797.91,254942.36,C819368076,421516.72,222372.26,0,0,0,365718.80999999994
9,TRANSFER,1428362.78,C1342718890,97609.0,0.0,C1150936132,302132.94,2113645.93,0,0,1,204523.94
514,TRANSFER,48998.2,C1104857414,0.0,0.0,C2071270098,455598.23,504596.43,0,0,1,455598.23
154,CASH_OUT,4530.71,C831752854,4530.71,0.0,C1379173269,0.0,4530.71,1,0,1,4530.71
235,CASH_OUT,130807.26,C875504750,0.0,0.0,C1614770749,187200.34,318007.6,0,0,1,187200.34
394,CASH_OUT,178295.25,C1125588020,814.0,0.0,C727754382,338153.58,516448.83,0,0,1,337339.58
38,CASH_OUT,71181.84,C494947648,5169.0,0.0,C203080995,0.0,71181.84,0,0,1,5169.0
20,CASH_OUT,235632.96,C740279810,0.0,0.0,C507536444,2721738.51,3014375.19,0,0,1,2721738.51
258,CASH_OUT,245766.27,C909123768,0.0,0.0,C1985360772,544807.4,790573.67,0,0,1,544807.4
741,CASH_OUT,323726.61,C919525792,323726.61,0.0,C993635374,561753.58,885480.19,1,0,1,238026.96999999997
476,CASH_OUT,37394.15,C534886270,37394.15,0.0,C998024073,281667.87,319062.02,1,0,1,244273.72
31,TRANSFER,5021186.54,C1848562108,5021186.54,0.0,C1803198527,0.0,0.0,1,0,1,5021186.54
394,CASH_IN,160342.74,C2099965716,1153087.72,1313430.46,C1483816276,1102492.46,942149.72,0,0,0,50595.26000000001
12,CASH_IN,414556.44,C2130716221,409478.0,824034.44,C1341178321,0.0,0.0,0,0,0,409478.0
257,CASH_OUT,182247.47,C425093318,15966.0,0.0,C454727606,4713.46,186960.93,0,0,1,11252.54
521,CASH_OUT,27483.79,C744746510,27483.79,0.0,C1563109259,66220.65,93704.43,1,0,1,38736.85999999999
236,PAYMENT,7672.32,C848315831,0.0,0.0,M1083869704,0.0,0.0,0,1,0,0.0
202,PAYMENT,218.18,C1812416362,0.0,0.0,M1658459793,0.0,0.0,0,1,0,0.0
691,TRANSFER,473086.28,C1621962604,473086.28,0.0,C2071195320,0.0,0.0,1,0,1,473086.28
625,TRANSFER,10000000.0,C1179529142,13020974.53,3020974.53,C2073831661,0.0,0.0,1,0,1,13020974.53
228,CASH_IN,25223.57,C321750256,200390.0,225613.57,C731180267,0.0,0.0,0,0,0,200390.0
355,CASH_IN,110407.1,C647557184,4817688.37,4928095.47,C1010354208,4228070.38,4117663.29,0,0,0,589617.9900000002
201,CASH_OUT,16182.7,C1296182118,16182.7,0.0,C1650668671,0.0,16182.7,1,0,1,16182.7
156,TRANSFER,272774.46,C1897075803,0.0,0.0,C710144426,1049597.74,1322372.2,0,0,1,1049597.74
165,TRANSFER,292776.32,C231173651,30760.0,0.0,C504088424,1356786.57,1649562.89,0,0,1,1326026.57
403,CASH_IN,270296.1,C378239560,4615157.56,4885453.66,C1874126512,710088.26,439792.16,0,0,0,3905069.3
371,CASH_OUT,1874.4,C1077281695,58639.0,56764.6,C1017104081,3111138.22,3113012.61,0,0,1,3052499.22
469,CASH_OUT,79324.86,C787716404,36695.0,0.0,C1255411299,1133148.54,1212473.4,0,0,1,1096453.54
16,PAYMENT,13793.24,C513033597,843.0,0.0,M1359112123,0.0,0.0,0,1,0,843.0
283,PAYMENT,7085.4,C746133288,518048.9,510963.5,M233086710,0.0,0.0,0,1,0,518048.9
181,PAYMENT,1528.41,C1086094227,297166.43,295638.02,M523793779,0.0,0.0,0,1,0,297166.43
444,TRANSFER,408864.84,C1831363253,408864.84,0.0,C2045273924,0.0,0.0,1,0,1,408864.84
627,TRANSFER,953529.64,C943173894,953529.64,0.0,C771063877,0.0,0.0,1,0,1,953529.64
20,CASH_OUT,188507.62,C1905081513,188194.0,0.0,C398930099,49830.09,238337.71,0,0,1,138363.91
133,PAYMENT,4241.76,C1735725899,0.0,0.0,M850484147,0.0,0.0,0,1,0,0.0
203,PAYMENT,39266.93,C1009519906,0.0,0.0,M562998081,0.0,0.0,0,1,0,0.0
13,TRANSFER,6188514.81,C135832352,6188514.81,0.0,C2009346140,0.0,0.0,1,0,1,6188514.81
203,PAYMENT,6005.72,C757225645,7543.0,1537.28,M1390480614,0.0,0.0,0,1,0,7543.0
538,TRANSFER,1253358.42,C1147685648,1253358.42,0.0,C834380248,0.0,0.0,1,0,1,1253358.42
380,PAYMENT,11389.36,C1705251989,0.0,0.0,M2006627009,0.0,0.0,0,1,0,0.0
37,CASH_OUT,214979.42,C181373524,40858.0,0.0,C1938585709,12435.0,391085.1,0,0,1,28423.0
638,TRANSFER,1559540.62,C485713115,1559540.62,0.0,C1786870760,0.0,0.0,1,0,1,1559540.62
236,CASH_OUT,121747.2,C771740272,0.0,0.0,C1644942922,1437733.25,1559480.46,0,0,1,1437733.25
207,TRANSFER,50459.4,C1283592188,6440.0,0.0,C603256762,305613.65,356073.05,0,0,1,299173.65
608,TRANSFER,27985.73,C1047942249,27985.73,0.0,C2050212137,0.0,0.0,1,0,1,27985.73
178,CASH_OUT,2222008.27,C462145857,2222008.27,0.0,C2101247370,167293.11,2389301.38,1,0,1,2054715.1600000001
526,CASH_OUT,606920.11,C998785780,606920.11,0.0,C2120671448,16606636.44,17213556.55,1,0,1,15999716.33
274,CASH_IN,391166.55,C1802293181,134296.64,525463.19,C944296674,595724.14,204557.59,0,0,0,461427.5
523,TRANSFER,951451.17,C2053342988,951451.17,0.0,C1967338222,0.0,0.0,1,0,1,951451.17
377,CASH_OUT,305566.87,C2067565608,36852.43,0.0,C568357945,605197.63,910764.49,0,0,1,568345.2
495,TRANSFER,1301090.39,C1386844753,1301090.39,0.0,C808323881,0.0,0.0,1,0,1,1301090.39
216,PAYMENT,3626.84,C754768534,60773.0,57146.16,M902004912,0.0,0.0,0,1,0,60773.0
44,TRANSFER,222874.63,C1391189880,31344.0,0.0,C1108675046,9707920.6,9930795.23,0,0,1,9676576.6
331,PAYMENT,24916.75,C132767258,238404.65,213487.9,M44946537,0.0,0.0,0,1,0,238404.65
13,CASH_IN,37506.31,C993322749,1331368.56,1368874.87,C485500846,314470.79,276964.48,0,0,0,1016897.77
132,PAYMENT,2729.25,C733658019,0.0,0.0,M2100565573,0.0,0.0,0,1,0,0.0
356,PAYMENT,10528.23,C1433025465,2537.0,0.0,M125059356,0.0,0.0,0,1,0,2537.0
461,TRANSFER,1464614.79,C915102234,1464614.79,0.0,C475837987,0.0,0.0,1,0,1,1464614.79
41,CASH_OUT,293330.2,C359364328,357.0,0.0,C1207124317,152741.7,446071.9,0,0,1,152384.7
17,CASH_OUT,90326.2,C130932819,21097.0,0.0,C796647152,221829.68,312155.88,0,0,1,200732.68
113,CASH_OUT,37119.58,C39621039,37119.58,0.0,C1336335026,0.0,37119.58,1,0,1,37119.58
154,PAYMENT,13341.07,C1208302501,0.0,0.0,M1950675814,0.0,0.0,0,1,0,0.0
380,PAYMENT,44809.03,C1109018584,0.0,0.0,M90093337,0.0,0.0,0,1,0,0.0
273,PAYMENT,4210.54,C568998649,102768.0,98557.46,M1698883439,0.0,0.0,0,1,0,102768.0
44,TRANSFER,412924.19,C1062404610,21179.0,0.0,C798610243,0.0,412924.19,0,0,1,21179.0
17,CASH_IN,53093.1,C2103780708,168.0,53261.1,C430710430,282.0,0.0,0,0,0,114.0
184,CASH_IN,21560.28,C376094673,951495.25,973055.53,C1752656087,4631302.14,4380141.98,0,0,0,3679806.8899999997
379,CASH_OUT,2983996.6,C588956129,2983996.6,0.0,C1673836428,0.0,2983996.6,1,0,1,2983996.6
351,TRANSFER,232401.28,C746782745,51816.0,0.0,C1173050641,0.0,232401.28,0,0,1,51816.0
426,CASH_OUT,99804.21,C832632407,99804.21,0.0,C608557779,77105.84,176910.05,1,0,1,22698.37000000001
59,TRANSFER,3857176.83,C1675721447,3857176.83,0.0,C892636220,0.0,0.0,1,0,1,3857176.83
202,CASH_OUT,75217.84,C306117704,738.0,0.0,C1040312301,123175.82,198393.66,0,0,1,122437.82
514,CASH_OUT,48340.79,C1078822434,48340.79,0.0,C347056727,3532298.75,3580639.54,1,0,1,3483957.96
185,CASH_OUT,1281.01,C701355824,345014.65,343733.65,C1614781083,5269256.7,5270537.7,0,0,1,4924242.05
133,PAYMENT,10231.16,C482730221,0.0,0.0,M1621279997,0.0,0.0,0,1,0,0.0
324,CASH_OUT,420634.69,C348049471,0.0,0.0,C1342002319,889034.7,1309669.39,0,0,1,889034.7
14,CASH_OUT,39539.53,C622839964,12208.0,0.0,C440795879,0.0,39539.53,0,0,1,12208.0
332,PAYMENT,27902.78,C1100472929,0.0,0.0,M1267816190,0.0,0.0,0,1,0,0.0
583,CASH_OUT,759701.03,C1817565028,759701.03,0.0,C1623972064,1076095.67,1835796.71,1,0,1,316394.6399999999
259,CASH_IN,61330.13,C14342501,20985847.83,21047177.96,C1395121175,355851.0,294520.87,0,0,0,20629996.83
253,PAYMENT,8102.63,C38393094,116496.93,108394.3,M1749278013,0.0,0.0,0,1,0,116496.93
672,TRANSFER,7218629.01,C426878281,7218629.01,0.0,C1596412871,0.0,0.0,1,0,1,7218629.01
378,TRANSFER,2698972.36,C1287300108,0.0,0.0,C886750888,3402690.56,6101662.92,0,0,1,3402690.56
19,CASH_OUT,405068.37,C952770006,0.0,0.0,C540798555,3368124.94,3594989.56,0,0,1,3368124.94
158,PAYMENT,642.09,C1592943976,0.0,0.0,M254852148,0.0,0.0,0,1,0,0.0
683,CASH_OUT,73929.99,C652139882,73929.99,0.0,C641860418,1640832.48,1714762.47,1,0,1,1566902.49
12,TRANSFER,270925.06,C673319613,212276.0,0.0,C304524494,40943.09,549698.91,0,0,1,171332.91
209,CASH_OUT,350034.21,C873086961,42144.0,0.0,C2094739878,2313845.98,2663880.19,0,0,1,2271701.98
187,PAYMENT,4809.52,C1378392161,0.0,0.0,M1261752031,0.0,0.0,0,1,0,0.0
160,TRANSFER,10000000.0,C752627210,27670038.08,17670038.08,C1853789265,0.0,0.0,1,0,1,27670038.08
332,CASH_OUT,10711.04,C1471079876,0.0,0.0,C1886298820,28088.59,38799.63,0,0,1,28088.59
208,CASH_IN,128029.89,C1240050189,312165.0,440194.89,C1512598282,0.0,0.0,0,0,0,312165.0
282,CASH_OUT,140524.6,C1159480161,11883.0,0.0,C546592218,0.0,190308.98,0,0,1,11883.0
667,TRANSFER,71554.74,C118393699,71554.74,0.0,C1077131612,0.0,0.0,1,0,1,71554.74
475,CASH_OUT,11424.36,C358552175,11424.36,0.0,C11759889,155495.9,166920.26,1,0,1,144071.53999999998
217,CASH_OUT,108783.2,C656154265,108783.2,0.0,C1779832819,89597.75,198380.95,1,0,1,19185.449999999997
327,PAYMENT,30691.62,C1145081300,97267.9,66576.28,M1093530317,0.0,0.0,0,1,0,97267.9
403,CASH_OUT,196254.03,C2032582234,196254.03,0.0,C677415412,0.0,196254.03,1,0,1,196254.03
181,CASH_IN,49984.29,C712556762,55061.0,105045.29,C2098475020,191045.32,141061.03,0,0,0,135984.32
141,PAYMENT,3090.17,C725490922,952.0,0.0,M673054310,0.0,0.0,0,1,0,952.0
177,TRANSFER,430788.51,C1688421179,30449.0,0.0,C2010640257,0.0,430788.51,0,0,1,30449.0
253,CASH_OUT,67166.94,C1612901224,0.0,0.0,C686802968,371632.6,438799.54,0,0,1,371632.6
494,TRANSFER,3642569.29,C964891508,3642569.29,0.0,C262568847,0.0,0.0,1,0,1,3642569.29
256,PAYMENT,968.19,C1029327377,0.0,0.0,M1449298193,0.0,0.0,0,1,0,0.0
400,CASH_OUT,76687.35,C2125042791,0.0,0.0,C936746486,540526.73,617214.08,0,0,1,540526.73
12,PAYMENT,9440.86,C751074134,9839.0,398.14,M79044564,0.0,0.0,0,1,0,9839.0
399,CASH_OUT,402040.12,C1254058863,201420.71,0.0,C1643348757,5231902.2,5633942.33,0,0,1,5030481.49
213,CASH_IN,138792.51,C509815874,38891.6,177684.11,C1966710193,951586.3,812793.79,0,0,0,912694.7000000001
205,CASH_OUT,128572.96,C1976399024,128572.96,0.0,C1192180200,196488.42,325061.38,1,0,1,67915.46
209,PAYMENT,52678.26,C1070537823,166350.01,113671.75,M413035860,0.0,0.0,0,1,0,166350.01
722,TRANSFER,59263.88,C2141452552,59263.88,0.0,C1620015007,0.0,0.0,1,0,1,59263.88
235,CASH_OUT,161507.71,C737426775,0.0,0.0,C1882682792,192496.97,354004.67,0,0,1,192496.97
37,CASH_IN,184338.32,C2080024511,275.0,184613.32,C1680525470,0.0,0.0,0,0,0,275.0
162,CASH_OUT,377424.3,C382185519,0.0,0.0,C502692732,589719.91,967144.21,0,0,1,589719.91
400,CASH_OUT,54996.26,C631795663,0.0,0.0,C1998142792,82238.5,137234.76,0,0,1,82238.5
140,CASH_OUT,98918.12,C1472915289,98918.12,0.0,C311901651,7257771.83,7356689.94,1,0,1,7158853.71
209,CASH_IN,131052.57,C1810704184,6309359.57,6440412.14,C1949982384,248571.53,117518.96,0,0,0,6060788.04
206,CASH_OUT,328519.64,C229585011,106851.0,0.0,C1535001139,153879.33,482398.98,0,0,1,47028.32999999999
459,CASH_OUT,1153156.0,C165575041,1153156.0,0.0,C1041543827,0.0,1153156.0,1,0,1,1153156.0
379,PAYMENT,328.46,C135424163,20942.0,20613.54,M1978408060,0.0,0.0,0,1,0,20942.0
28,TRANSFER,3832058.34,C1279307827,3832058.34,0.0,C1124913173,0.0,0.0,1,0,1,3832058.34
552,TRANSFER,221077.97,C2136556787,221077.97,0.0,C926634161,0.0,0.0,1,0,1,221077.97
122,CASH_OUT,91637.51,C1556025752,91637.51,0.0,C1407010141,7336697.67,7428335.18,1,0,1,7245060.16
131,PAYMENT,20862.08,C966241720,0.0,0.0,M1104611459,0.0,0.0,0,1,0,0.0
576,CASH_OUT,28284.88,C1126995065,28284.88,0.0,C1039822411,477021.43,505306.31,1,0,1,448736.55
300,PAYMENT,32993.58,C1045637476,0.0,0.0,M565764136,0.0,0.0,0,1,0,0.0
258,PAYMENT,12699.62,C1353564679,274161.0,261461.38,M1683087176,0.0,0.0,0,1,0,274161.0
209,PAYMENT,709.0,C1781537466,31679.0,30970.0,M145393768,0.0,0.0,0,1,0,31679.0
142,CASH_OUT,346374.54,C1493875505,346374.54,0.0,C675229754,0.0,346374.54,1,0,1,346374.54
202,CASH_OUT,154108.4,C86419942,161219.0,7110.6,C113886386,0.0,154108.4,0,0,1,161219.0
187,CASH_OUT,341381.71,C1624818963,3439.0,0.0,C1616128662,6876829.16,7218210.88,0,0,1,6873390.16
393,CASH_OUT,432958.83,C2043309958,432958.83,0.0,C1494581610,0.0,432958.83,1,0,1,432958.83
354,CASH_OUT,66550.0,C550781139,66550.0,0.0,C335413710,0.0,66550.0,1,0,1,66550.0
228,CASH_OUT,153328.06,C637286117,0.0,0.0,C414256296,3457224.44,3610552.49,0,0,1,3457224.44
379,CASH_OUT,290649.48,C1675549673,10363.0,0.0,C2114867935,0.0,290649.48,0,0,1,10363.0
370,PAYMENT,9648.89,C1204593012,363783.95,354135.06,M660899153,0.0,0.0,0,1,0,363783.95
236,TRANSFER,968651.23,C1926006259,968651.23,0.0,C1585189604,0.0,0.0,1,0,1,968651.23
324,CASH_OUT,172745.08,C1567135800,0.0,0.0,C773705472,529922.96,702668.03,0,0,1,529922.96
380,CASH_OUT,298352.69,C1030867716,0.0,0.0,C1484297893,2191655.98,2490008.67,0,0,1,2191655.98
153,CASH_IN,257032.49,C1909539666,1467347.65,1724380.13,C1605194819,355556.11,98523.62,0,0,0,1111791.54
204,PAYMENT,3425.31,C1541251926,0.0,0.0,M257380,0.0,0.0,0,1,0,0.0
548,PAYMENT,21712.1,C261363131,0.0,0.0,M2017095210,0.0,0.0,0,1,0,0.0
301,PAYMENT,60521.89,C8064670,132565.0,72043.11,M1274141981,0.0,0.0,0,1,0,132565.0
378,CASH_OUT,289053.27,C1596512280,351173.0,62119.73,C810238472,0.0,289053.27,0,0,1,351173.0
355,PAYMENT,13136.43,C154720984,9046.0,0.0,M1465882586,0.0,0.0,0,1,0,9046.0
177,CASH_OUT,166566.92,C1429674558,31452.0,0.0,C2106331819,113883.65,280450.57,0,0,1,82431.65
160,CASH_IN,139326.29,C1389863888,1496.0,140822.29,C110947527,2344488.59,2205162.3,0,0,0,2342992.59
446,CASH_OUT,7782452.17,C1601590561,7782452.17,0.0,C970433237,0.0,7782452.17,1,0,1,7782452.17
275,TRANSFER,513082.74,C1314353010,513082.74,0.0,C1426875642,0.0,0.0,1,0,1,513082.74
350,TRANSFER,640648.06,C1231531045,640648.06,0.0,C1282254449,0.0,0.0,1,0,1,640648.06
134,CASH_IN,372430.61,C1486346883,10513.0,382943.61,C987392539,0.0,0.0,0,0,0,10513.0
571,TRANSFER,272637.22,C2141717111,272637.22,0.0,C765286683,0.0,0.0,1,0,1,272637.22
136,CASH_OUT,79032.62,C611700722,0.0,0.0,C419399167,4817234.02,4896266.64,0,0,1,4817234.02
350,CASH_OUT,129199.07,C1298276418,20912.0,0.0,C1504427013,8280605.33,8409804.4,0,0,1,8259693.33
182,TRANSFER,294989.71,C1641162834,294989.71,0.0,C298906210,0.0,0.0,1,0,1,294989.71
536,CASH_OUT,285382.07,C2026773227,285382.07,0.0,C1098688796,0.0,285382.07,1,0,1,285382.07
215,PAYMENT,4161.82,C475509877,7283.0,3121.18,M1822106749,0.0,0.0,0,1,0,7283.0
36,PAYMENT,37985.92,C433367349,0.0,0.0,M2046700373,0.0,0.0,0,1,0,0.0
350,PAYMENT,36193.3,C144952367,38203.61,2010.31,M1666589002,0.0,0.0,0,1,0,38203.61
352,CASH_OUT,89533.1,C760695987,6338.0,0.0,C716646337,135248.83,224781.93,0,0,1,128910.82999999999
45,CASH_IN,88159.62,C2137042699,31978.0,120137.62,C1857346532,33417.39,0.0,0,0,0,1439.3899999999994
15,CASH_OUT,441175.71,C1392874634,311861.24,0.0,C1601366159,150482.72,591658.43,0,0,1,161378.52
523,TRANSFER,121543.83,C2080970760,121543.83,0.0,C723423255,0.0,0.0,1,0,1,121543.83
379,TRANSFER,8317724.27,C2084166173,8317724.27,0.0,C1399946131,0.0,0.0,1,0,1,8317724.27
348,PAYMENT,5970.41,C1903712537,0.0,0.0,M140138040,0.0,0.0,0,1,0,0.0
185,CASH_IN,344461.13,C1667135569,4546.0,349007.13,C1427990645,2244668.43,1900207.31,0,0,0,2240122.43
206,CASH_OUT,154196.49,C1013101723,154196.49,0.0,C1068088118,325765.34,479961.83,1,0,1,171568.85000000003
328,CASH_OUT,197648.92,C592667867,10239.0,0.0,C290920701,99399.87,297048.79,0,0,1,89160.87
186,CASH_IN,141127.39,C635549395,99113.35,240240.73,C887944099,340273.75,199146.37,0,0,0,241160.4
350,CASH_OUT,270880.88,C733940175,0.0,0.0,C1534053679,494353.49,765234.37,0,0,1,494353.49
132,TRANSFER,300554.65,C206029927,46552.0,0.0,C426505175,885150.0,1185704.65,0,0,1,838598.0
514,CASH_OUT,137605.04,C1580498026,137605.04,0.0,C191934228,0.0,137605.04,1,0,1,137605.04
217,TRANSFER,13266.93,C652385555,13266.93,0.0,C1385664788,0.0,0.0,1,0,1,13266.93
72,CASH_OUT,10000000.0,C1438388258,10000000.0,0.0,C1089455271,81810.42,10081810.42,1,0,1,9918189.58
362,CASH_OUT,174.92,C722054736,174.92,0.0,C1009545186,29134.25,29309.17,1,0,1,28959.33
256,CASH_OUT,255028.93,C891040808,255028.93,0.0,C1410026148,2684616.74,2939645.67,1,0,1,2429587.81
331,PAYMENT,27436.35,C231433413,50624.0,23187.65,M342300555,0.0,0.0,0,1,0,50624.0
130,CASH_OUT,125497.01,C1091123393,0.0,0.0,C2043925587,659756.67,785253.68,0,0,1,659756.67
185,PAYMENT,36151.18,C357203225,102550.0,66398.82,M547256356,0.0,0.0,0,1,0,102550.0
372,PAYMENT,1087.1,C2015697769,52836.23,51749.14,M1872069497,0.0,0.0,0,1,0,52836.23
35,PAYMENT,21847.19,C2108508882,156753.96,134906.78,M249036406,0.0,0.0,0,1,0,156753.96
133,CASH_IN,205204.78,C1881833005,243.0,205447.78,C683724759,1811243.68,1606038.89,0,0,0,1811000.68
16,TRANSFER,31074.0,C457962127,31074.0,0.0,C614104997,0.0,0.0,1,0,1,31074.0
251,PAYMENT,16594.51,C1792497441,0.0,0.0,M1685561752,0.0,0.0,0,1,0,0.0
304,PAYMENT,24502.08,C1907205506,0.0,0.0,M1930724784,0.0,0.0,0,1,0,0.0
231,CASH_IN,135203.61,C2026515461,28907.0,164110.61,C1928984366,275364.26,140160.65,0,0,0,246457.26
399,TRANSFER,2196687.64,C912717299,0.0,0.0,C1034030587,11827578.08,14024265.72,0,0,1,11827578.08
253,CASH_IN,438132.21,C583867751,82772.0,520904.21,C2121671655,361865.29,0.0,0,0,0,279093.29
120,CASH_OUT,377919.58,C1005458940,377919.58,0.0,C1404789740,617276.1,995195.68,1,0,1,239356.51999999996
336,TRANSFER,170038.31,C498550702,170038.31,0.0,C982724683,0.0,0.0,1,0,1,170038.31
373,CASH_OUT,285008.47,C524947225,50215.0,0.0,C1941590817,4118572.27,4403580.75,0,0,1,4068357.27
440,CASH_OUT,1912961.16,C1229304317,1912961.16,0.0,C1540888387,225745.59,2138706.75,1,0,1,1687215.5699999998
313,TRANSFER,1467324.96,C348342265,1467324.96,0.0,C2039650387,0.0,0.0,1,0,1,1467324.96
686,CASH_OUT,282241.13,C693529214,11278.0,0.0,C1129680608,35061.63,317302.77,0,0,1,23783.629999999997
19,CASH_OUT,44398.27,C1834900209,41911.0,0.0,C691387667,0.0,44398.27,0,0,1,41911.0
326,PAYMENT,12712.08,C571605830,111592.0,98879.92,M827166456,0.0,0.0,0,1,0,111592.0
396,CASH_IN,123567.22,C1962015662,31151.0,154718.22,C457016204,0.0,0.0,0,0,0,31151.0
208,CASH_OUT,65029.23,C1887578442,40624.0,0.0,C400811276,0.0,65029.23,0,0,1,40624.0
167,PAYMENT,4819.7,C377760392,0.0,0.0,M735870961,0.0,0.0,0,1,0,0.0
138,CASH_OUT,9876.35,C1411052547,0.0,0.0,C1539958048,36695.45,46571.8,0,0,1,36695.45
178,PAYMENT,7217.99,C72785671,248376.89,241158.9,M1463337499,0.0,0.0,0,1,0,248376.89
241,TRANSFER,657417.64,C1148562150,657417.64,0.0,C1745091361,0.0,0.0,1,0,1,657417.64
399,CASH_OUT,265797.28,C514442845,13193.0,0.0,C1623275464,8467.55,274264.83,0,0,1,4725.450000000001
